"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","284","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Wed Mar 18 13:01:11 UTC 2026","passed","Wed Mar 18 13:01:11 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserWithNullFields"
"","82","Cenário 08: Deve falhar ao realizar cadastro sem preencher campos obrigatórios","","Wed Mar 18 13:01:10 UTC 2026","passed","Wed Mar 18 13:01:10 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithMissingFields"
"","367","Cenario 05: Nao deve realizar login com senha vazia","","Wed Mar 18 13:01:00 UTC 2026","passed","Wed Mar 18 13:01:00 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithEmptyPassword"
"","92","Cenário 03: Deve falhar ao realizar cadastro com nome em branco","","Wed Mar 18 13:01:09 UTC 2026","passed","Wed Mar 18 13:01:09 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithEmptyName"
"","335","Cenario 06: Nao deve realizar login com email e senha vazios","","Wed Mar 18 13:01:00 UTC 2026","passed","Wed Mar 18 13:01:00 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithEmptyCredentials"
"","269","Cenário 01: Deve realizar cadastro com sucesso","","Wed Mar 18 13:01:09 UTC 2026","passed","Wed Mar 18 13:01:09 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationSuccessful"
"","312","Cenario 01: Deve realizar edição com sucesso","","Wed Mar 18 13:01:10 UTC 2026","passed","Wed Mar 18 13:01:10 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserSuccessful"
"","369","Cenario 04: Nao deve realizar login com senha invalida","","Wed Mar 18 13:00:59 UTC 2026","passed","Wed Mar 18 13:01:00 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithInvalidPassword"
"","272","Cenario 02: Deve obter um usuário por ID","","Wed Mar 18 13:01:11 UTC 2026","passed","Wed Mar 18 13:01:12 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getUserByIdAndValidateFields"
"","258","Cenario 02: Deve falhar ao realizar edicao com todos os dados em branco","","Wed Mar 18 13:01:10 UTC 2026","passed","Wed Mar 18 13:01:11 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserWithInvalidData"
"","161","Cenario 01: Deve obter um usuário aleatório na lista e validar os dados","","Wed Mar 18 13:01:11 UTC 2026","passed","Wed Mar 18 13:01:11 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getRandomUserAndValidateFields"
