"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","401","Cenario 09: Nao deve realizar login com senha nula","","Mon Feb 16 12:54:10 UTC 2026","passed","Mon Feb 16 12:54:11 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithNullPassword"
"","190","Cenario 04: Deve retornar erro ao obter usuário com ID inválido","","Mon Feb 16 12:54:26 UTC 2026","passed","Mon Feb 16 12:54:26 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getUserIdInvalid"
"","408","Cenario 02: Deve falhar ao realizar edicao com todos os dados em branco","","Mon Feb 16 12:54:24 UTC 2026","passed","Mon Feb 16 12:54:24 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserWithInvalidData"
"","448","Cenario 04: Nao deve realizar login com senha invalida","","Mon Feb 16 12:54:07 UTC 2026","passed","Mon Feb 16 12:54:07 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithInvalidPassword"
"","101","Cenário 02: Deve falhar ao realizar cadastro com e-mail inválido","","Mon Feb 16 12:54:22 UTC 2026","passed","Mon Feb 16 12:54:22 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithInvalidEmail"
"","148","Cenario 01: Deve obter um usuário aleatório na lista e validar os dados","","Mon Feb 16 12:54:25 UTC 2026","passed","Mon Feb 16 12:54:25 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getRandomUserAndValidateFields"
"","393","Cenario 01: Deve realizar edição com sucesso","","Mon Feb 16 12:54:23 UTC 2026","passed","Mon Feb 16 12:54:24 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserSuccessful"
"","3893","Cenario 01: Deve realizar login com sucesso","","Mon Feb 16 12:54:02 UTC 2026","passed","Mon Feb 16 12:54:06 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginSuccessful"
"","109","Cenário 05: Deve falhar ao realizar cadastro com senha em branco","","Mon Feb 16 12:54:22 UTC 2026","passed","Mon Feb 16 12:54:23 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithEmptyPassword"
"","494","Cenario 02: Nao deve realizar login com email invalido","","Mon Feb 16 12:54:06 UTC 2026","passed","Mon Feb 16 12:54:06 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithInvalidEmail"
"","423","Cenario 05: Nao deve realizar login com senha vazia","","Mon Feb 16 12:54:07 UTC 2026","passed","Mon Feb 16 12:54:08 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithEmptyPassword"
"","112","Cenário 07: Deve falhar ao realizar cadastro com administrador inválido","","Mon Feb 16 12:54:23 UTC 2026","passed","Mon Feb 16 12:54:23 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithInvalidAdministrador"
"","109","Cenário 03: Deve falhar ao realizar cadastro com nome em branco","","Mon Feb 16 12:54:22 UTC 2026","passed","Mon Feb 16 12:54:22 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithEmptyName"
"","110","Cenário 08: Deve falhar ao realizar cadastro sem preencher campos obrigatórios","","Mon Feb 16 12:54:23 UTC 2026","passed","Mon Feb 16 12:54:23 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithMissingFields"
"","225","Cenario 02: Deve obter um usuário por ID","","Mon Feb 16 12:54:25 UTC 2026","passed","Mon Feb 16 12:54:25 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getUserByIdAndValidateFields"
"","433","Cenario 07: Nao deve realizar login com email e senha com espaços em branco","","Mon Feb 16 12:54:08 UTC 2026","passed","Mon Feb 16 12:54:09 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithSpacesInCredentials"
"","395","Cenário 06: Deve falhar ao realizar cadastro com e-mail existente","","Mon Feb 16 12:54:23 UTC 2026","passed","Mon Feb 16 12:54:23 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithExistingEmail"
"","454","Cenario 03: Nao deve realizar login com email vazio","","Mon Feb 16 12:54:06 UTC 2026","passed","Mon Feb 16 12:54:07 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithEmptyEmail"
"","448","Cenario 06: Nao deve realizar login com email e senha vazios","","Mon Feb 16 12:54:08 UTC 2026","passed","Mon Feb 16 12:54:08 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithEmptyCredentials"
"","399","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Mon Feb 16 12:54:25 UTC 2026","passed","Mon Feb 16 12:54:25 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editUserWithNullFields"
"","302","Cenário 01: Deve realizar cadastro com sucesso","","Mon Feb 16 12:54:22 UTC 2026","passed","Mon Feb 16 12:54:22 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationSuccessful"
"","569","Cenario 03: Deve criar um novo usuário ao tentar editar um usuário inexistente","","Mon Feb 16 12:54:24 UTC 2026","passed","Mon Feb 16 12:54:25 UTC 2026","","Feature: Testes de Edição de Usuário","qa.challenge.api.tests.EditUserTest","editNonExistentUser"
"","11043","Cenario 10: Deve aplicar rate limit no login","","Mon Feb 16 12:54:11 UTC 2026","passed","Mon Feb 16 12:54:22 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","shouldApplyRateLimitOnLogin"
"","1666","Cenario 08: Nao deve realizar login com email nulo","","Mon Feb 16 12:54:09 UTC 2026","passed","Mon Feb 16 12:54:10 UTC 2026","","Feature: Teste de Login de Usuário","qa.challenge.api.tests.LoginUserTest","loginWithNullEmail"
"","9304","Cenario 05: Deve validar o rate limit ao obter a lista de usuários","","Mon Feb 16 12:54:26 UTC 2026","passed","Mon Feb 16 12:54:35 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","validateUserListRateLimit"
"","124","Cenário 04: Deve falhar ao realizar cadastro com email em branco","","Mon Feb 16 12:54:22 UTC 2026","passed","Mon Feb 16 12:54:22 UTC 2026","","Feature: Teste de Cadastro de Usuário","qa.challenge.api.tests.RegisterTest","registrationWithEmptyEmail"
"","193","Cenario 03: Deve retornar erro ao obter usuário com ID inexistente","","Mon Feb 16 12:54:25 UTC 2026","passed","Mon Feb 16 12:54:26 UTC 2026","","Feature: Teste de Obtenção de Usuário","qa.challenge.api.tests.GetUserTest","getUserIdNonexistent"
